video,caption
27988_KGilsy9k7Zs.mp4,"live poker et en ligne video poker live"
4965_R365UJBg9cM.mp4,"bitcoin worth & bitcoin price, bitcoin in us dollar"
21394_rjPF_COxwdM.mp4,"man with white hair talking next to a small airplane"
3117_XPgl1Uzi17M.mp4,"two purple mascots playing soccer on the field"
50231_LUkOMatgQlE.mp4,"liverpool news - news on the red club"
15899_Pu23bsPq72I.mp4,"a woman and girl sitting on a motorcycle in thai television"
55187_RQaQTTNI9FY.mp4,"air compressor on truck for haze removal in kunming"
22027_yHMEE0q6GoQ.mp4,"an image of some items in the game with two words"
5262_vgfOqjPjg38.mp4,"an elderly woman pours tea into a cup with a tea spoon"
18376_ol5l6LEYT4I.mp4,"polycarbonate greenhouses in dubai"
54869_7dx389i3Ses.mp4,"a man and woman talk to the camera inside an indoor swimming pool"
7096_KmM9oCJKeoA.mp4,"the chinese news anchor on tv"
15448_WsCh388TZGQ.mp4,"a girl with a face mask sits down at a hair salon"
17118_PuPP7nBvRfA.mp4,"a giant sony sign at an event"
519_HVnSFYEWOew.mp4,"a bike parked in a field with a smartphone on the handlebar"
10425_kNGrmldcl5U.mp4,"a woman is eating a plate of ripe fruit"
54449_T3IYrOLXjHs.mp4,"google chrome settings how to change it"
52965_Dn_STqFBhTs.mp4,"a poster with the words'we are black' in chinese on an orange background"
25042_H5qmnEs_bUo.mp4,"a large metal water meter hanging from a shower"
3912_YmUM_Q6T6xw.mp4,"egyptian museum with artifacts illustration"
27637_L6l0uPM0djw.mp4,"korean song is being shown under a cloudy sky"
6865_MDzXGchK94Q.mp4,"korean news anchor and reporter in suit and tie"
25856_nT3rSL8lrYk.mp4,"the document is displayed on a computer with a red background"
19130_SEnRdbymb28.mp4,"green rubber band vs bubble gum"
13834_rMDm7VD2cDc.mp4,"a computer with a gaming software installed"
50262_9jvYsyrkiEU.mp4,"two white flowers and an image of baby krishna"
10805_BQXcJmX7S_M.mp4,"a japanese site showing a man standing in front of an english lesson"
20785_aO3Z_zvJ9lU.mp4,"two people on stage with bright lights and lightning"
12451_BvzJ82Ao_9E.mp4,"a statue of genghis khan with the words gengis khan was a successful military leader"
15160_JfFJ6cIayjA.mp4,"tv news broadcast with chinese speaking women"
5439_UJxqhzUh7LA.mp4,"the screen is black with white text and a video"
18548_pBFAcOG7bO8.mp4,"a woman cutting beef on top of a meat tray"
15715_VCjTWZuE6P8.mp4,"a crowd watching a taekwondo match"
16051_1VHqGKAPCx8.mp4,"asian girl in a game with characters, a trailer, and a big container"
54706_8fWUkidUkow.mp4,"a child is riding on ice in a hockey rink"
5601_keBoe45ACVA.mp4,"a screenshot of a french news website with an image"
12510_vVIiM2ntwkM.mp4,"the man in business suits with glasses is interviewed in chinese"
5810_3x1v835U6DY.mp4,"a person cutting a piece of banana in the dollhouse kitchen"
17098_XwNwwL9Rjws.mp4,"korean math textbook - screenshot"
20419_1zvQ7TDxw1E.mp4,"a man with a child surfing inside an inflatable"
150_250UV7EBNJ4.mp4,"chinese animated video of cat in black, red and yellow"
11631_ruuib8D1aVo.mp4,"the different parts of the playground equipment"
22154_4E7ebYLNhSM.mp4,"two women are wearing surgical face masks"
8026_nA27qATsens.mp4,"a blue logo for facil de operar on a white background"
17923_5vWgMoqOfMA.mp4,"a white swan flies over the ocean"
23559_Vo3fwgP52PU.mp4,"two men talking while standing beside a truck"
68_UCYfzasIuns.mp4,"a screenshot of an apex gameplay"
15475_K4BQcvpnGn0.mp4,"some buddhist monks standing behind a person"
8355_7GlLlH0pDY0.mp4,"person skiing on snowy hill"
3738_jmY6fFXdbbs.mp4,"the sun sets over an ice floe as seen from a boat"
5309_w8M9muktNgw.mp4,"an image of a small knife that is lying in a white cloth"
10851_l5VGvC0ogns.mp4,"wet cat getting a shower in the sink"
4291_zRMPZilyXXU.mp4,"a helicopter on land with soldiers"
26889_FgBce9Kg1z0.mp4,"a conveyor belt with bags of rice on it"
17706_AR1cRGmAXlM.mp4,"korean beauty - screenshot thumbnail"
14266_SjMh5DXH3EA.mp4,"a word is written in korean language and some notes on how to"
12123_4RL9M6yPhCk.mp4,"a man is sitting in front of his computer with the avto - zip logo"
2604_V11Y_gNFGBA.mp4,"a road sign is shown in the thai language"
15350_tx6u67l_x3g.mp4,"a large crane lifts the thor rocket into the sky"
11852_k8SPfksTH6U.mp4,"presidential election campaign poster by cairo's ruling party"
11367_taOOzyG6D4I.mp4,"how to connect a flash drive to a laptop"
12958_vUGqD3sjP6k.mp4,"3d rendering image of the open kitchen and living room"
21987_WlnewbjuwnA.mp4,"a view of a red train from inside a vehicle"
11041_4_62fcas6rk.mp4,"a person riding a green motor vehicle in the woods"
404_bIgTC0Twx5Q.mp4,"a man using a table saw on a table"
50474_jCZ3YhkRlVk.mp4,"the video news article with a black man wearing a long coat"
7247_9UUejqbrad8.mp4,"a korean woman in a suit is sitting on a tv news station"
17291_izAAsn_51Sk.mp4,"oil market live stream"
14581_Pg_rhv0M4vc.mp4,"a screenshot of the screen showing the table in a diagram"
24043_uI6PmFHVGV8.mp4,"nihon kabuki dance in hong kong 2015"
52334_iTd1ZRR8WTE.mp4,"aboboy hira mp3 song video"
23999_nhZpNMYqcX0.mp4,"two people in an area, with some text in korean"
21296_oWbe_wgn1c0.mp4,"a black and purple background with the words in korean"
2371_R8GM_V2CLZg.mp4,"the text says ride through korea in korean language"
50684_NwZqyDXNHJw.mp4,"a man's hands are holding an electronic door lock in his hand"
4699_1hfGunxGxXg.mp4,"a woman is setting the timer on an oven"
13810_6lHsSrkfD9I.mp4,"a green screen with a person pressing a subscribe button"
21383_MiGyGYK0A_w.mp4,"two women in business attire are talking to each other in front of a window"
54639_nLq110oOhuU.mp4,"the late conan show with two men sitting"
7808_ijhjmdJPMMA.mp4,"woman in glasses talking to reporters during a meeting"
2541_0uw2BffCutU.mp4,"a man with black shirt is talking to the camera"
54593_7JltCG6pEiE.mp4,"the logo of a company for a russian language magazine"
27908_7SvQGiYMXc8.mp4,"the youth of the future's jousting sessions"
1617_MvdsNOBX45E.mp4,"tucows qr code generator 2 4 1 apk - screenshots 8"
2537_tsQ0TteF5jk.mp4,"a person uses gloves to put the tubes together"
55427_FBfL762Vff4.mp4,"one man and woman dancing together on the street"
15433_iKDM5zIRdvQ.mp4,"lord christian patton on france"
54748_nUtao4dsiI4.mp4,"the mountains and waterfalls are drawn in the korean language"
14563_XNf5ZnB8Agw.mp4,"a young girl wearing shorts is dancing on a track"
51163_O9OixjfBAbg.mp4,"man with beard singing into microphone with headphones"
24411_Kppq4i24f8g.mp4,"a woman wearing a medical mask with a picture in japanese"
27284_6GN4YmkBKAY.mp4,"people are standing outside with news reporter holding chinese paper"
22522_bCHLbLIezB4.mp4,"some meat and potatoes in a large dish"
21726_dJjQSh2YIC8.mp4,"an attractive woman is getting her makeup done with a brush"
55166_YJL18s7diJY.mp4,"a wooden chair on the road with the text -  social security"
20944_OAmNKk3ZQW0.mp4,"two basketball players shake hands and talk in a court"
10433_TgyV94W_hXc.mp4,"spinach chinese name video youtube"
26206_ZiS1dI0KONw.mp4,"five kayakers paddling through open water"
51634_r9Jq5luNkz8.mp4,"a plate of food with the text transition slowly and consistency"
17783_IsKCpeZHOms.mp4,"a car is shown in a computer game"
23463_2_luIkYYRLg.mp4,"performance image title animation"
17992_SAUSkUR6yls.mp4,"a text that says http //www toda therapy com"
55425_wsUxeRbRneg.mp4,"a woman in front of a white board, explaining something in japanese"
13195_g95lLancOfY.mp4,"a screenshot of a marketing software with a green background and a japanese letter"
2382_AVTbaI8aINQ.mp4,"a video of a sign that says 727 аро"
2696_msM6CmSGkuk.mp4,"bbc learning english logo"
25018_5fSAM9Hd2hU.mp4,"the windows 10 launcher on a blue background"
3218_piiABcBUdIY.mp4,"a tv shows a man swimming in a pool"
51831_OPYNDmRxpes.mp4,"a young man throwing a basketball inside an indoor arena"
52651_3vXTTY_idCw.mp4,"a red square logo that says subscribe"
1246_kaOYFDTUBfg.mp4,"a korean news anchor and a businessman with glasses"
53471_2qbExSQVIxQ.mp4,"a large black and white dog is laying down on the couch"
17044_ni6OILPLXNM.mp4,"a blue shirt with white anchors on it"
5426_omsVDBvCysA.mp4,"thai news clip in thai language"
20139_MoXufVlopic.mp4,"an asian woman at a desk with books on it"
11179_lwRfXOQUUAA.mp4,"a wall with a black chalkboard is showing an image"
23513_4aoDTPKNmW8.mp4,"chinese traditional dress, chiffon flower long dress, chiffon flowers long dress"
8178_J02xGDFHaA8.mp4,"people dance in a room while some others observe"
21773_aeu325bLPsA.mp4,"nvidia geforce experience на ооа страниа "
9516_boYtnS6kTl8.mp4,"do you use normalization and in which cases would you use normalization?"
22041_rJTLTDnlvxE.mp4,"the front of a poster in russian describing various food"
2962_yh9fCNLdyWg.mp4,"an exhibition of posters by various students of the school"
7319_enNDzelD0e0.mp4,"chinese pharmacy shop - cnypharmacy"
51019_QqnOVjTNwCM.mp4,"an asian woman in a hospital wearing a mask"
12059_2q2OhSQqr5s.mp4,"learn kandi is a free learning app to learn kandi, an african language that is a form of beng"
3491_TO778al2034.mp4,"a man using a digital multimeter to test the circuit"
1820_k6Px52UFS30.mp4,"a man standing next to his truck holding some bags"
50601_arR9ZDF4B1c.mp4,"an apple watch with an asian text on it"
24729_38MsVzVysS0.mp4,"taav tv aav paris olympic campaign aav paris"
23451_lS18bNaaRt4.mp4,"old lady reading book on couch vector"
9980_SzWLVLYffKQ.mp4,"a woman holds a cellphone with the name of an anime card"
3630_W4UVpLwdCFk.mp4,"march in support of peruvian people"
21926_e601cm1Mg1s.mp4,"$ 750 000 fake money in usa"
13185_aF1i9FV4RmE.mp4,"the gamer with long hair in the game"
20157_EgeHZ2qXHrM.mp4,"chinese art painting - fada int ltd"
20607_com99VknS3A.mp4,"traffic lights in a city with tall buildings"
24609_BZzx563A554.mp4,"two young men play a guitar and sing"
20582_ULOVVioIFEk.mp4,"black converse all star metallic shoes youtube"
243_SZlTW75Dd2Y.mp4,"a green car is on top of a flatbed"
55453_LNC243mH1AI.mp4,"a man wearing a face mask on a computer screen"
27382_bxtY_PvRS7Y.mp4,"homemade body shampoo - homemade body soap - лу есереарен"
26982_R_baTXjDku0.mp4,"chinese athletes to compete in alpine skiing and snowboarding"
19591_2fngvQS_PmQ.mp4,"the hobbit - hobbit in te forest hd"
3045_w4Uy2AFz6do.mp4,"a cartoon scene showing the desert with an arabic inscription"
17232_rD7CP3sLiww.mp4,"a cat in a kitchen with a plastic divider"
12091_qzKJvCdDCDA.mp4,"secretary of defense and korea's mrs kwon testify on thursday ap"
13525_P77Tg3iTptc.mp4,"the person is holding a card"
55381_4UAFF7k_NGQ.mp4,"the website page of the casino website in korean"
464_yEGVR1cBxVk.mp4,"image of a screenshot showing an image of an old city in a screenshot"
237_bEYme2vDTKE.mp4,"the ogawa kenji channel"
8775_cBOaPGl3L3k.mp4,"the minneapolis police shooting range, north america's largest"
27014_vVMfTH17Lu0.mp4,"a man in glasses pointing to mountains while walking on a bridge"
11468__BHU_3m_Wb8.mp4,"a girl eating a banana"
9377_3JQTSjZpT3Y.mp4,"a fork holding a small piece of green apple"
8001_T5n4yLQXUDU.mp4,"two women are playing beach volleyball in the sand"
51621_IFurHTwCh4A.mp4,"pepper plant care & how to grow peppers in the dark"
16992_YEls45hqXyk.mp4,"south korean rescuers attempt to free a comatose man on the ground"
53792_309M76G6GwM.mp4,"a screenshot of a website with a few different currencies"
18287_UTSxN5TS40Q.mp4,"a man is loading up logs for a fire in the living room"
54416_1oqjkR3cQus.mp4,"screen shot showing the microsoft outlook inbox"
17604_2gKRAOOlDc4.mp4,"an asian woman wearing a head scarf is shown"
4279_tmzQHg1zN8Q.mp4,"the computer monitor showing a man in glasses"
14723_Xr4K_kJwcvU.mp4,"the blueprint shows the layout of the house"
16017_0GNrT3YDQBg.mp4,"a woman pointing out the words written on a whiteboard"
12005_QpxGllDvZXo.mp4,"the title of an ebook is it new trends and technology convergence"
16599_xRKNVFXssMo.mp4,"a person holding up a laptop on a table"
7238_3WON5g3ih58.mp4,"baby bath tub full of plastic balls"
52218_TrQKjC_nPGs.mp4,"a soldier using an sniper rifle"
12027_GRLPuLOn0TU.mp4,"an office with computers and korean words on the wall"
20837_3kxBukoVm_w.mp4,"a silhouette of a man in front of mountains"
21040_2IfiDbILpNY.mp4,"a group of people sitting at a table playing video games"
10899_lwd0vuw2Hd8.mp4,"the homepage on youtube in korean language"
7333_4HtnnPJDx9c.mp4,"russian words for mountain, lake and rivers"
54060_oWvYxrpAGC0.mp4,"a person wearing a white suit and guitar"
8816_1GHVw4srlsY.mp4,"an image of a hand holding a house and a lock"
18651_iZSNVDFDzDo.mp4,"a woman and a man holding cell phones on a display screen"
51665_8syiLzWjI8w.mp4,"man driving dog sleds at a dog sled race"
12441_DbbFv43yx0w.mp4,"a view of the sunrise through an open window"
54491_fSpFBn3UxC8.mp4,"korean news anchor on television screen with lights in background"
27973_aLFg91rUWUY.mp4,"this is a video showing the green and gold bottle"
25139__0WdK0yfSPY.mp4,"the samsung a8 screen showing the waves in the ocean"
4185_5ZLzZU1NNSk.mp4," samuel evans  2019 yokohama auto show"
2002_PpQWybqRkUw.mp4,"chinese man standing near cattle in a pen"
17931_MmVu0Li2Xk0.mp4,"a student raising their hand while in a classroom"
27897_WLgTC_I6T88.mp4,"a tractor plows a field with a large blade"
20816_RN7Qtj8z83o.mp4,"pittsburgh pirates' eco-friendly team bus – video"
52279_x3PCZ44u7XA.mp4,"a man sitting in a korean bus with a girl"
53000_7Ghc75AxslQ.mp4,"a colorful timer on a black background"
20782_oFsWeCjvk18.mp4,"how to lace up a ring on a crochet hook"
11285_cNtA212tpto.mp4,"tetsuo nishikawa and yamachika try japanese eating games for the first time"
4662_vRiqXA58X7k.mp4,"a white arabic letter on black background"
1374_0DLtF_JhGGE.mp4,"tin foil origami flowers youtube"
24772_4bibhtG6rCk.mp4,"japanese game with an animated character on the screen"
27893_YWja86yWFq4.mp4,"olive oil - how to make olive oil"
55432_EixO2fnTfHY.mp4,"a hand writing on paper with the letter a"
11105_TaTNvT9z0xw.mp4,"a man is standing in a kitchen looking at the camera"
5692_8wRzrvr_km4.mp4,"a newswoman in a pink jacket is featured"
8771_bJWDJWiQs_Q.mp4,"a web page with a collage of images of people in a parade"
10872_4RvSuJYZ6kg.mp4,"step 3 how to be a football defensive player"
17150_pbS7XfX_hDw.mp4,"a man in a blue jacket stands in a room with brick walls"
26328_jUYfpJFflmY.mp4,"a woman in red is trimming her dress"
19153_pGO03Kt6tU4.mp4,"the notes section of a smartphone"
50646_9jV36rNuHOQ.mp4,"a tv display in chinese language with text on it"
21436_gveDXlhBLgo.mp4,"a person is placing a food item in the oven"
14537_tOzuIpXpTM0.mp4,"gantry crane lifting large construction equipment"
50351_JKlA6nl93d0.mp4,"a man wearing glasses lays in bed with a big expression"
27602_F0cNs0znXj0.mp4,"a hall with buddhas in front of them"
875_7QARmanWqQo.mp4,"a beautiful woman in china with her head wrapped with newspapers"
24226_h8XL7hWPQC4.mp4,"journalist is interviewing a man wearing a red jacket"
23030_8IessBIIqEQ.mp4,"korea's parliament speaker makes a press conference"
20214_RoqlTAAeckY.mp4,"the screen is showing an animated scene of a dog on a grass field"
13391_dzQhJN4j8Ns.mp4,"dog standing at table with food and chinese text on the side"
51175_WTDI_Wn5fLU.mp4,"chinese people's lips with speech bubble on black background"
52684_wf5JYb5z5zo.mp4,"tamil barbie dolls for kids play"
12445_OvEq0St3gjg.mp4,"an animated image of a woman in a room"
17854_YAOkNQukzMQ.mp4,"chinese worker harvesting red chili peppers stock video footage"
1580_oUUHOtktHTI.mp4,"a woman is holding an umbrella while looking at the nighttime city lights"
3125_iNmKtxyZsFM.mp4,"highway with mountain on the background and a Korean text ad"
21655_uKYVZG1XlaA.mp4,"asum claims processed by rmcc"
12871_7veJR2rdslU.mp4,"a television program with chinese characters showcasing two men and an aquarium"
1549_2jxf6lcGbpQ.mp4,"a young man is smiling in the grass"
12460_KqPhYNAj1Zs.mp4,"a modern kitchen with glass doors and a wood floor"
53657_sb_v26ROLlA.mp4,"a purple tree with japanese text underneath it"
4901_ueJNsCXPqjM.mp4,"lychee is a type of fruit grown in chinese taiwan"
17385_JzYCWha_4tA.mp4,"chinese man playing in his backyard"
3743__7OWXFm6UQ0.mp4,"a woman with red hair singing into a microphone"
18261_BPA2FXi6PR0.mp4,"tasi printing machine saiminstut khaosa"
22073_16xteiqLb3Y.mp4,"a person is cutting paper into scissors"
16900_DX24rskbDtk.mp4,"a small dog is being put in a green towel"
15688_QFRz3jEgxnc.mp4,"a woman and man are in korean on a news show"
55309_YXPkPA0ocZ8.mp4,"a man and woman on a news broadcast"
25230_pED21PwGo1Y.mp4,"the queen and prince harry are at netflix"
16101_SvnobrHg1dU.mp4,"a man writing yin yang fi dy lu 2015"
25692_qM7Q32gXE9Y.mp4,"the cover for the song harano times"
10111_ECKXB_7pSIU.mp4,"china hydraulic tractor for farm planting machine"
21466_nyYV47cc3fI.mp4,"a windows 10 screen with a blue background"
22840_l5clbMhcHVg.mp4,"the words thank for watching and my suggestion"
21540_8QwwldEAAso.mp4,"a screenshot of google search engine results"
